,acc,uar,epoch,dataset
fold1,0.4682634730538922,0.4393700043072151,124,msp-improv
fold2,0.48433530906011857,0.46343875384480226,211,msp-improv
fold3,0.486013986013986,0.457511644221461,163,msp-improv
fold4,0.5563991323210412,0.5622271667726213,105,msp-improv
fold5,0.4850467289719626,0.4406570530845488,118,msp-improv
average,0.49601172588420006,0.4726409244461297,118,msp-improv
