,acc,uar,epoch,dataset
fold1,0.527831094049904,0.47429233696049844,260,iemocap
fold2,0.6075471698113207,0.49063128815113277,164,iemocap
fold3,0.5454545454545454,0.5034688103215126,114,iemocap
fold4,0.49625468164794007,0.4804916985951469,180,iemocap
fold5,0.5239398084815321,0.4592457984063227,156,iemocap
average,0.5402054598890483,0.4816259864869227,156,iemocap
