,acc,uar,epoch,dataset
fold1,0.7229268292682927,0.6704887660589731,142,crema-d
fold2,0.7185185185185186,0.6861663548987929,195,crema-d
fold3,0.7376344086021506,0.6797616449440396,223,crema-d
fold4,0.7232237539766702,0.6682641500101492,202,crema-d
fold5,0.7109947643979058,0.6357916576152947,224,crema-d
average,0.7226596549527076,0.66809451470545,224,crema-d
